OBJECTID,TRAFFICCLOSURESID,CLOSURE_TYPE,STREET_NAME,STREET_FROM,STREET_TO,DATE_FROM,DATE_TO,REASON,STATUS,CLOSURE_SCHEDULED,DETAILS,DETOUR,ORGANIZATION,CONTACT,WATER,TIME,INSTRUCTIONS,INSTRUCTION_TEXT,UPDATES,CREATE_DATE,CREATE_BY,UPDATE_DATE,UPDATE_BY,STATUS_DATE,ALTERNATE_CONTACT,DOWNTOWN,MAP_CLASS,Shape__Length
319447,267200,Road,WATER ST N,DUKE ST W,CHARLES ST W,7/8/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Sewer Work,Closed,Completed,Special Event closure 3 pm to 11 pm,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Shane Kinsella 519-741-2200 x7308,Y,,216.653725485289
319448,267209,Road,YOUNG ST,KING ST W,DUKE ST W,7/8/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Special Event,Closed,Completed,Special event closure 3 pm to 11 pm access via Duke St end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Shane Kinsella 519-741-2200 x7308,N,,119.095780390033
319449,267218,Road,ONTARIO ST N,KING ST W,DUKE ST W,7/8/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Special Event,Closed,Completed,Special Event closure 3 pm to 11 pm access via Duke St end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Shane Kinsella 519-741-2200 x7308,Y,,117.161351886546
319450,267294,Intersection,MORRISON RD,GRAND RIVER BLVD,GRAND RIVER BLVD,7/7/2022 4:00:00 AM,7/7/2022 4:00:00 AM,Water Repair,Closed,Completed,1 day closure no intersection access or through traffic,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,186.800218658635
319761,267405,Road,KING ST W,WATER ST N,YOUNG ST,7/11/2022 4:00:00 AM,7/15/2022 4:00:00 AM,Utility Work,Closed,Completed,1 week closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Sylvie Eastman 519-741-2600 x4178,Y,,200.40144464458
319762,267417,Road,QUEEN ST N,KING ST W,DUKE ST W,7/5/2022 4:00:00 AM,7/26/2022 4:00:00 AM,Sidewalk repair,Lane Reduced,Completed,"lane reductions, intermittent flagging as needed, sidewalk closures",,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Licinio Costa 519-741-2200 x7132,Y,,116.564567812539
319763,267427,Road,ROCK AVE,BELMONT AVE W,EARL ST,7/4/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Road Resurfacing,Lane Reduced,Completed,1 week curb repairs and surface asphalt works,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler 519-741-2200 x7605,N,,117.211987582978
319764,267438,Road,EARL ST,BELMONT AVE W,UNION BLVD,7/4/2022 4:00:00 AM,7/8/2022 4:00:00 AM,Road Resurfacing,Lane Reduced,Completed,1 week curb repairs and surface asphalt works,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler 519-741-2200 x7605,N,,375.146025614181
319765,267448,Road,SANDRA AVE,PATRICIA AVE,BELMONT AVE W,7/4/2022 4:00:00 AM,7/15/2022 4:00:00 AM,Road Resurfacing,Lane Reduced,Completed,2 weeks curb repairs and road resurfacing works,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler 519-741-2200 x7605,N,,241.612916258726
319766,267458,Road,THIRD AVE,CONNAUGHT ST,KINGSWAY DR,7/13/2022 4:00:00 AM,7/29/2022 4:00:00 AM,Road Resurfacing,Lane Reduced,Completed,curb repairs and surface asphalt works,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler 519-741-2200 x7605,N,,389.249088148948
319767,267467,Road,JUBILEE DR,VICTORIA ST N,QUEEN ST S,7/15/2022 4:00:00 AM,7/17/2022 4:00:00 AM,Special Event,Closed,Completed,Park St/Jubilee Dr/Courtland Ave closed and alll adjacent streets into Victoria Park 11 a.m. July 15 reopen 11 pm July 17,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Jeff Young 519-741-2200 x7388,N,,856.527435585806
319768,267541,Road,DALEWOOD DR,ROSEWOOD DR,PENROSE AVE,7/11/2022 4:00:00 AM,7/12/2022 4:00:00 AM,Sewer Work,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,75.351239740941
319769,267549,Road,KELVIN AVE,DONLEY ST,DONLEY ST,7/13/2022 4:00:00 AM,7/13/2022 4:00:00 AM,Sewer Work,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,232.744438674565
319770,267557,Road,TRILLIUM DR,WASHBURN DR,MCBRINE DR,7/14/2022 4:00:00 AM,7/14/2022 4:00:00 AM,Sewer Work,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,121.033221806543
319771,267686,Road,TRUSSLER RD,IRA NEEDLES BLVD,HIGHLAND RD W,7/11/2022 4:00:00 AM,7/15/2022 4:00:00 AM,Site Servicing,Closed,Completed,5 DAY CLOSURE FOR SITE SERVICING.,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,910.253525616225
320081,267728,Road,FREDERICK ST,RIVER RD E,LOIS ST,7/12/2022 4:00:00 AM,7/12/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure SOUTHBOUND only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,241.592532867426
320082,267736,Road,ELM RIDGE DR,HILLBROOK CRES,HILLBROOK CRES,7/12/2022 4:00:00 AM,7/12/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure local access only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,65.4517788970474
320083,267744,Road,BECHTEL DR,DOON VILLAGE RD,PIONEER DR,7/19/2022 4:00:00 AM,7/19/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure local traffic,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,295.339505871238
320401,267853,Road,BECHTEL DR,DOON VILLAGE RD,COBBLESTONE ST,7/14/2022 4:00:00 AM,8/5/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,99.0538343037665
320402,146874,Road,STIRLING AVE S,CHARLES ST E,FORK IN ROAD,7/13/2022 1:55:56 AM,7/14/2022 1:55:56 AM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,504.726094952156
320403,268422,Road,QUEEN ST S,KING ST W,CHARLES ST E,7/14/2022 4:00:00 AM,7/14/2022 4:00:00 AM,Other,Closed,Completed,lane closure with flagging for material delivery.,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,99.7370969545121
320404,268431,Road,MAX BECKER DR,ACTIVA AVE,BRIDLEWREATH ST,7/14/2022 4:00:00 AM,7/14/2022 4:00:00 AM,Road Repair,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,242.246425290078
320721,268647,Road,BREITHAUPT ST,MOORE AVE,WATERLOO ST,7/15/2022 4:00:00 AM,7/19/2022 4:00:00 AM,Crane operation,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,179.870191897603
320722,268656,Road,FOREST HILL DR,GREENBROOK DR,WESTMOUNT RD E,7/21/2022 4:00:00 AM,7/21/2022 4:00:00 AM,Sewer Work,Closed,Completed,one day closure,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,656.452958393646
320723,268664,Road,NORTH HILL PL,CHICOPEE TERR,CHICOPEE TERR,7/18/2022 4:00:00 AM,8/5/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,52.7327411889173
321041,268785,Road,KING ST W,WATER ST N,QUEEN ST N,7/23/2022 4:00:00 AM,7/24/2022 4:00:00 AM,Special Event,Closed,Completed,"Wayback Event closure 6:00 a.m. July 23 reopens 2:00 a.m. July 24 2022 cross streets closed as well College S, Young St, Ontario St",,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Jeff Young 519-741-2200 x7388,N,,483.752165833243
321042,268794,Road,YOUNG ST,KING ST W,DUKE ST W,7/23/2022 4:00:00 AM,7/24/2022 4:00:00 AM,Special Event,Closed,Completed,access to parking via Duke St end only closure for Wayback Fesitval 6:00 a.m. July 23 reopens 2:00 a.m. July 24 2022,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Jeff Young 519-741-2200 x7388,N,,118.504564891052
321043,268803,Road,ONTARIO ST N,KING ST W,DUKE ST W,7/23/2022 4:00:00 AM,7/24/2022 4:00:00 AM,Special Event,Closed,Completed,closure for Wayback Festival 6:00 a.m. July 23 to 2:00 a.m. July 24 2022,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Jeff Young 519-741-2200 x7388,N,,117.53810838574
321044,268816,Road,CRESTWOOD AVE,FAIRFIELD AVE,GUELPH ST,7/19/2022 4:00:00 AM,7/19/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,235.616716889463
321361,268843,Road,PANDORA AVE N,SIMEON ST,LYDIA ST,7/20/2022 4:00:00 AM,7/22/2022 4:00:00 AM,Sewer Work,Closed,Completed,2 day closure local access via Lydia St end only work at #154,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,85.1715334623095
321362,268851,Road,MORRISON RD,MANOR DR,KING ST E,7/25/2022 4:00:00 AM,7/26/2022 4:00:00 AM,Sewer Work,Closed,Completed,2 day closure no access to /from King St end local traffic only via Grand River Blvd end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,489.609366009351
321363,268860,Road,HALLS LANE E,BENTON ST,EBY ST N,8/8/2022 4:00:00 AM,8/19/2022 4:00:00 AM,Site Servicing,Closed,Completed,2 week  closure - work at Benton St - temp 2 way access for Halls Ln from Eby St end only - Crowne Plaza access via Eby St to laneway,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,270.715451943199
321364,268869,Road,ST GEORGE ST,PETER ST,CEDAR ST S,7/21/2022 4:00:00 AM,7/22/2022 4:00:00 AM,Sewer Work,Closed,Completed,2 day closure - temp 2 way access via Cedar St end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,173.175353462018
321365,268937,Road,RUTHERFORD DR,KINZIE AVE,FERGUS AVE,7/20/2022 4:00:00 AM,7/27/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,295.836154629457
321681,146894,Road,GRAND RIVER BLVD,CHANDOS DR,TINATAWA CRT,7/20/2022 4:32:24 AM,7/21/2022 4:32:24 AM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,144.752512822577
321682,268976,Road,EASTFOREST TRAIL,BANKSIDE DR,HIGHLAND RD W,8/2/2022 4:00:00 AM,8/23/2022 4:00:00 AM,Road Reconstruction,Closed,Completed,intersection closed at Highland Rd local access via Bankside Dr end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Jim Ellerman PM Region of Waterloo 519-575-4096,N,,216.818453455924
322001,269204,Road,KRUG ST,ROSE ST,LANCASTER ST E,7/26/2022 4:00:00 AM,8/9/2022 4:00:00 AM,Road Reconstruction,Partially Closed,Completed,cycling infrastructure installation directional Westbound closure only open only via Weber St end,via East Ave to Frederick St,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Brent Garcia PM 519-741-2200 x7140,N,,177.128446670939
322002,269214,Road,LANCASTER ST E,BRUBACHER ST,KRUG ST,7/26/2022 4:00:00 AM,8/12/2022 4:00:00 AM,Road Reconstruction,Closed,Completed,cycling infrastructure installation,Via Frederick St to Weber St,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Brent Garcia PM 519-741-2200 x7140,N,,72.4497797801265
322003,269224,Road,QUEEN ST S,KING ST W,CHARLES ST W,8/3/2022 4:00:00 AM,8/3/2022 4:00:00 AM,Other,Closed,Completed,Delivery of materials + west side sidewalk closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,94.9345374791855
322004,269233,Road,HALLS LANE W,QUEEN ST S,ONTARIO ST S,7/27/2022 4:00:00 AM,7/27/2022 4:00:00 AM,Crane operation,Closed,Completed,"closure 6 am to 12 noon, road reconstruction project will allow access via Ontario St end only",,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,95.7422513682538
322321,146934,Road,ROSS AVE,SHANTZ LANE,WILFRED AVE,7/22/2022 3:22:43 PM,7/23/2022 3:22:43 PM,Watermain Break,Partially Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,220.249246675202
322322,269440,Road,LILAC ST,SYDNEY ST S,OTTAWA ST S,7/25/2022 4:00:00 AM,7/26/2022 4:00:00 AM,Sewer Work,Closed,Completed,2 day closure local traffic only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,189.465329040459
322323,269448,Road,MCGARRY DR,FISCHER HALLMAN RD,ELM RIDGE DR,7/27/2022 4:00:00 AM,7/27/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure local traffic only,"access via Forest Hill Dr, Hickory Heights Cr to Elmridge Dr",Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,184.147597546437
322324,269456,Road,OTTERBEIN RD,BRANDY CRES,MISTY ST,7/28/2022 4:00:00 AM,7/28/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,106.618719323058
322325,269464,Road,RIVER RD E,KINZIE AVE,FAIRWAY RD N,7/26/2022 4:00:00 AM,7/27/2022 4:00:00 AM,Road Repair,Lane Reduced,Completed,possibly 2 days of work - two way traffic maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,318.273341510015
322641,146954,Road,FOURTH AVE,CONNAUGHT ST,WILSON AVE,7/26/2022 12:13:53 PM,7/27/2022 12:13:53 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,326.797748236284
322642,146956,Road,FIRST AVE,SECOND AVE,ECKERT ST,7/26/2022 2:23:22 PM,7/27/2022 2:23:22 PM,Watermain Break,Closed,Completed,,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,,,283.990885836678
322643,269580,Road,MISTY CRT,MISTY CRES,END,8/2/2022 4:00:00 AM,8/5/2022 4:00:00 AM,Storm work,Closed,Completed,5 day closure local traffic,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Rob Trussler PM 519-741-2200 x7605,N,,118.493435535155
322961,269653,Road,RENNIE DR,KENNETH AVE,ANTHONY PL,8/8/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Sewer Work,Closed,Completed,1 day closure work at 28 Rennie Dr,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,307.329358934579
322962,269662,Road,HICKSON DR,RIVER RD E,HALLIWELL DR,8/9/2022 4:00:00 AM,8/9/2022 4:00:00 AM,Manhole Work,Closed,Completed,1 day closure work at 191 Hickson Dr,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,366.967250328988
322963,269670,Road,WEDGEWOOD DR,NOTTINGHAM AVE,WEDGEWOOD DR,8/10/2022 4:00:00 AM,8/12/2022 4:00:00 AM,Storm work,Closed,Completed,2 day closure local traffic only work at #115 Manchester Rd,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,383.049407395011
322964,269679,Road,HIGHVIEW PL,HIGHVIEW DR,END,8/2/2022 4:00:00 AM,8/19/2022 4:00:00 AM,Road Resurfacing,Closed,Completed,"3 weeks curb repairs, surface asphalt works",,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,rob trussler PM 519-741-2200 x7605,N,,98.6684448543361
322965,269703,Road,GLASGOW ST,WESTWOOD DR,KNELL DR,8/3/2022 4:00:00 AM,8/3/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure local traffic maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,622.111676483447
322966,269711,Road,BECHTEL DR,PIONEER DR,DOON VILLAGE RD,8/4/2022 4:00:00 AM,8/4/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure access maintained to local and fire,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,298.209162252271
322967,269719,Road,WESTWOOD DR,KNELL DR,GLASGOW ST,8/9/2022 4:00:00 AM,8/9/2022 4:00:00 AM,Road Repair,Closed,Completed,1 day closure local access maintained,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,962.395081294294
323281,269783,Road,MADISON AVE S,KING ST E,CHARLES ST E,8/3/2022 4:00:00 AM,8/5/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,69.7882025686741
323282,269791,Road,SHELDON AVE N,KING ST E,ROSEDALE AVE,8/8/2022 4:00:00 AM,8/12/2022 4:00:00 AM,Site Servicing,Closed,Completed,,,Kitchener,Lou Slijepcevic 519-741-2200 ext. 7153,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,150.92074585654
323601,269893,Road,CEDAR ST N,WEBER ST E,DUKE ST E,8/8/2022 4:00:00 AM,8/27/2022 4:00:00 AM,Road Reconstruction,Closed,Completed,cylcling infrastructure installation,Kitchener Market access via Duke St to Cedar St,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,103.164283584356
323602,270042,Road,RUBY ST,HIGHLAND RD E,SPADINA RD E,8/8/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Utility Work,Closed,Completed,1 day closure access via Spadina Rd end only,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,Sylvie Eastman 519-741-2600 x4178,N,,163.327327722569
323921,270063,Road,ONTARIO ST S,JOSEPH ST,CHARLES ST W,8/8/2022 4:00:00 AM,8/19/2022 4:00:00 AM,Other,Closed,Completed,BIKE LANE CLOSED ONLY FOR BRICK EXTERIOR REPAIRS VIA BOOM LIFT AT 83 ONTARIO ST S,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,N,,102.164517592811
324241,270084,Road,JUBILEE DR,DAVID ST,WATER ST S,8/4/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Special Event,Closed,Completed,Bluesfest closure for Aug 4 at 7 am to Aug 8 at 6:30 a.m,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,305.533630045748
324242,270093,Road,KING ST W,WATER ST N,FREDERICK ST,8/4/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Special Event,Closed,Completed,Bluesfest closure Aug 4 at 10 pm to Aug 8 at 6:30 am QUEEN ST REMAINS OPEN TO CROSS TRAFFIC DURING THE EVENT CLOSURE TIMES,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,612.120329928707
324243,270102,Road,YOUNG ST,DUKE ST W,KING ST W,8/4/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Special Event,Closed,Completed,Bluesfest closure on King St Aug 4 at 10 pm to Aug 8 at 6:30 am ACCESS OPEN TO PARKING GARAGES VIA DUKE ST END ONLY,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,128.571722361009
324244,270111,Road,ONTARIO ST N,CHARLES ST W,DUKE ST W,8/4/2022 4:00:00 AM,8/8/2022 4:00:00 AM,Special Event,Closed,Completed,Bluesfest closure Aug 4 at 10 pm to Aug 8 at 6:30 am,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,229.714763672759
324245,270121,Sidewalk,KING ST W,WATER ST N,COLLEGE ST,8/8/2022 4:00:00 AM,8/12/2022 4:00:00 AM,Other,Closed,Completed,possible sidewalk closures at 276 King St W brick repairs,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,93.1197577004045
324247,270131,Road,EBY ST N,KING ST E,MARKET LANE,8/13/2022 4:00:00 AM,8/13/2022 4:00:00 AM,Special Event,Closed,Completed,closure for event 5:30 pm to 11:00 p.m,,Kitchener,Stephanie Brasseur 519-741-2200 ext. 7373,,,,,,9/6/2024 9:54:00 PM,KitchenerGIS,9/6/2024 9:54:00 PM,KitchenerGIS,,,Y,,0.306399363350949
